2024-05-26 21:14:17 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2024-05-26 21:14:17 [restartedMain] INFO  c.h.p.R.RingRingRingApplication - Starting RingRingRingApplication using Java 17.0.7 with PID 19372 (G:\project\RingRingRing\target\classes started by WeSeongGu in G:\project\RingRingRing)
2024-05-26 21:14:17 [restartedMain] INFO  c.h.p.R.RingRingRingApplication - The following 1 profile is active: "local"
2024-05-26 21:14:18 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2024-05-26 21:14:18 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2024-05-26 21:14:18 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2024-05-26 21:14:18 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 98 ms. Found 5 JPA repository interfaces.
2024-05-26 21:14:19 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 9090 (http)
2024-05-26 21:14:19 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-9090"]
2024-05-26 21:14:19 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2024-05-26 21:14:19 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.19]
2024-05-26 21:14:19 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2024-05-26 21:14:19 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1369 ms
2024-05-26 21:14:19 [restartedMain] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2024-05-26 21:14:19 [restartedMain] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.4.4.Final
2024-05-26 21:14:19 [restartedMain] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2024-05-26 21:14:19 [restartedMain] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2024-05-26 21:14:19 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2024-05-26 21:14:20 [restartedMain] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@6fb00df9
2024-05-26 21:14:20 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2024-05-26 21:14:20 [restartedMain] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2024-05-26 21:14:20 [restartedMain] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-05-26 21:14:20 [restartedMain] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2024-05-26 21:14:21 [restartedMain] INFO  o.s.d.j.r.query.QueryEnhancerFactory - Hibernate is in classpath; If applicable, HQL parser will be used.
2024-05-26 21:14:22 [restartedMain] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@7b480222, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@1eb382e9, org.springframework.security.web.context.SecurityContextHolderFilter@ee6d95a, org.springframework.security.web.header.HeaderWriterFilter@730c7b5e, org.springframework.web.filter.CorsFilter@487bc45b, org.springframework.security.web.authentication.logout.LogoutFilter@5d1d2cc6, com.hallym.project.RingRingRing.jwt.JWTFilter@16997f25, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@3c8d1321, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@2ee342df, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@2d7b26c6, org.springframework.security.web.session.SessionManagementFilter@41287a62, org.springframework.security.web.access.ExceptionTranslationFilter@56863e54, org.springframework.security.web.access.intercept.AuthorizationFilter@6b07a33f]
2024-05-26 21:14:23 [restartedMain] INFO  o.s.l.c.s.AbstractContextSource - Property 'userDn' not set - anonymous context will be used for read-only operations
2024-05-26 21:14:23 [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
2024-05-26 21:14:23 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-9090"]
2024-05-26 21:14:23 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 9090 (http) with context path ''
2024-05-26 21:14:23 [restartedMain] INFO  c.h.p.R.RingRingRingApplication - Started RingRingRingApplication in 5.908 seconds (process running for 6.403)
2024-05-26 21:14:34 [File Watcher] INFO  o.s.b.d.a.LocalDevToolsAutoConfiguration$RestartingClassPathChangeChangedEventListener - Restarting due to 1 class path change (0 additions, 0 deletions, 1 modification)
2024-05-26 21:14:34 [Thread-5] INFO  o.a.coyote.http11.Http11NioProtocol - Stopping ProtocolHandler ["http-nio-9090"]
2024-05-26 21:14:34 [Thread-5] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
